,Linear Regression,Ridge Regression,LASSO Regression,Quadratic Regression,Random Forest Regression,Gradient Boosting Regression
"225 St (2,5)",0.6566752424974978,0.6566534215419375,0.575499225752713,0.7886781637182712,0.7194228944216803,0.7375377425923331
23 St (1),0.68062903626776,0.6806646720327878,0.6679743615194145,0.745366552420252,0.6595249643753903,0.6713328298599177
23 St (6),0.6556777188021583,0.6558776142554872,0.6521369206561474,0.7831861683567075,0.7062286926888159,0.6887450744054879
"23 St (C,E)",0.6435946371587211,0.6436767757994168,0.6360450423689189,0.757109214934303,0.6736689724833688,0.6761557492662311
"23 St (F,M)",0.6740468936260818,0.6741464327144447,0.6704575221379379,0.7847614263420499,0.7160964221984282,0.7173933213246593
"23 St (R,W)",0.7267497864962915,0.7270351259567089,0.7233252363858693,0.790422837557316,0.7048280307811858,0.7421502311128405
231 St (1),0.6574042574648515,0.6572267826231362,0.6310559388522455,0.8029979143409831,0.7446402174951585,0.7178864946700212
"233 St (2,5)",0.6646455731976726,0.6647329637847684,0.602106279038426,0.7950239983082807,0.7484814130446014,0.7263146740635212
238 St (1),0.6255451822461281,0.6252119393020449,0.5779677614672555,0.7893434971716959,0.73029704409069,0.7171824981035082
25 Av (D),0.6728525169329481,0.6730165046298434,0.6414699767222514,0.8073822632088394,0.7564283968589732,0.7611731750114435
25 St (R),0.6362453028550137,0.6363797540400906,0.5681473206585466,0.7695179201824994,0.7080263745348838,0.6926341323939276
28 St (1),0.6655648121251572,0.6656188954910787,0.6539155997693334,0.7801019927571524,0.7111759411610843,0.6950710190644043
28 St (6),0.6528524936968596,0.6529828682010965,0.6449673626497375,0.7728795228880299,0.6842323951751179,0.7048989668911525
"28 St (R,W)",0.6766289913545833,0.6765907868417642,0.6646374289184198,0.7467691232075118,0.6800915718885985,0.6979616282451091
3 Av (L),0.6935197020045465,0.6935074658347873,0.6713584017642236,0.7598769609368998,0.6786264408593405,0.6886892702084283
3 Av-138 St (6),0.6550544106949534,0.6551967934892892,0.6321981003955787,0.753411519874151,0.6685158326826136,0.6892781962476112
"3 Av-149 St (2,5)",0.6834308159802083,0.6832914305733144,0.6677533922688715,0.7831297132137391,0.7022919298620894,0.686963106203477
"30 Av (N,W)",0.6220089797225797,0.6220546902300386,0.6136610390961813,0.7843672743579417,0.7154268302888012,0.7133841761139125
33 St (6),0.6704832547568844,0.670430446605323,0.6660873648584726,0.7858353372383977,0.6995643302970884,0.7117151719614432
33 St-Rawson St (7),0.643352824650975,0.6433799985152513,0.6347776861383201,0.7958281395499781,0.7280928481660488,0.7512580306114108
"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",0.6874492514350905,0.6877140645915367,0.6873964682232785,0.7774442418008787,0.6984515562640412,0.7129437837907064
34 St-Hudson Yards (7),0.6563231548406496,0.6563928899672695,0.6548036656667942,0.743584909895072,0.6494851137325879,0.6942565059110506
"34 St-Penn Station (1,2,3)",0.5692131857431371,0.5692012013827517,0.567841584624461,0.7524972345944336,0.6863533385288576,0.6728241845789458
"34 St-Penn Station (A,C,E)",0.5913021042108908,0.5914151446972828,0.5904164934698392,0.7411282991090484,0.6354695979492349,0.6478292728054063
"36 Av (N,W)",0.623647332354379,0.6233733252132782,0.584867410294421,0.7614650285657876,0.6745164401722961,0.6782004473168322
"36 St (D,N,R)",0.6823341899529705,0.6820560287696167,0.6707482653934236,0.7870232673176657,0.7196203195409375,0.7070915058775394
"36 St (M,R)",0.65023230252542,0.6502311769749706,0.5959478239178606,0.7928274151021524,0.7288751457279592,0.7175125627787764
"39 Av (N,W)",0.6089100278088337,0.6089357042185077,0.5377735492819123,0.7348024973956656,0.6445595974599286,0.6490854131170056
"4 Av (F,G)/9 St (R)",0.6245624005431712,0.6245188781001094,0.6083029693237596,0.7645611821887198,0.6912958298323448,0.6740221556790702
40 St-Lowery St (7),0.6527199504858809,0.6524887918001161,0.6333341155851677,0.7950718330201032,0.7137722275945815,0.7009098436444162
45 St (R),0.6477886398070576,0.6476677171429643,0.6194931973330366,0.760323370354712,0.6793623595115523,0.6947887069745958
"46 St (M,R)",0.65915642934093,0.6588930248213363,0.6339272183159783,0.8130231233063013,0.7543928349290826,0.7321439038542467
46 St-Bliss St (7),0.6609505571816152,0.661069567936012,0.6504546133601906,0.7848925692128171,0.7147266058489358,0.7099879537267251
"47-50 Sts-Rockefeller Center (B,D,F,M)",0.6532001590534985,0.6531829994697176,0.6527890307822184,0.8313811877270172,0.776252086938589,0.7815518371812804
"49 St (N,R,W)",0.6631622795387802,0.6635017087696342,0.6611871499602273,0.75186675753978,0.6571052567824625,0.6887210932802721
"5 Av-53 St (E,M)",0.6593086870417084,0.6593921081614468,0.659167437958637,0.8286944561978185,0.7600476321958325,0.7806385151667525
"5 Av-59 St (N,R,W)",0.754074076045518,0.7543387692398484,0.7519813938858176,0.8174463871832143,0.7548716909162724,0.7859882837896166
50 St (1),0.6447392065328299,0.6449913159656335,0.6416264179298872,0.7650936514347113,0.6748785183208057,0.7031528527968507
"50 St (C,E)",0.6272055520886953,0.6269857819539771,0.6166346029160563,0.7135603785457665,0.6695590575252661,0.6281340960888426
50 St (D),0.6503064119547048,0.6500911186473632,0.5726478179937834,0.7685753332381902,0.6992065043738072,0.6858419744954057
52 St (7),0.6624281927002117,0.6625455225972839,0.6330917986927938,0.8010487037883306,0.7450773045075069,0.7265325745160047
53 St (R),0.6622047361265373,0.6622435928862911,0.6380615007085498,0.7779001930997052,0.6982575524028928,0.709379380664644
55 St (D),0.6383084951876676,0.6384513045518385,0.47110661988216007,0.7625241188365213,0.6976588931533,0.6770190617912137
57 St (F),0.7301916664865864,0.7300467547281897,0.7249509151003511,0.8044628792538846,0.7308283832551061,0.7526246768428518
"57 St-7 Av (N,Q,R,W)",0.6941438611621826,0.6944394333845421,0.6927050953636082,0.768908227527703,0.6807008926519209,0.7150319000384553
"59 St (N,R)",0.6590502116020893,0.6590470836100751,0.6492802888691716,0.7806845488284617,0.7156858656226986,0.7163436917613012
"59 St-Columbus Circle (A,B,C,D,1)",0.7252604688352787,0.725446476563562,0.7244910538990381,0.7875332482417324,0.7078448642932123,0.7323040179858137
"63 Dr-Rego Park (M,R)",0.6644705487460411,0.6645608776612271,0.6544272518449369,0.8050662389138586,0.7431948818744452,0.7308798353062047
"65 St (M,R)",0.6614497831272204,0.6614409626084838,0.5856640164085671,0.7965417663000154,0.7249656552956742,0.7245023028671258
66 St-Lincoln Center (1),0.655021918619005,0.6549019497626271,0.6477030027193836,0.7305075877187543,0.6329970758776958,0.6653623335373238
"67 Av (M,R)",0.6370302100006988,0.6371485002358145,0.6251542225417399,0.7968691081768058,0.7334504867679579,0.7456218270556142
68 St-Hunter College (6),0.6412126597173406,0.641185115595298,0.6378091623765793,0.7729697190285628,0.7016343311368525,0.7041212813511603
69 St (7),0.6561711335870464,0.6560479496964722,0.6164146730031008,0.769907756492273,0.710443515791109,0.6919816874807995
"7 Av (B,D,E)",0.6339120619594951,0.6341355030475887,0.6293859655051777,0.7615276342768635,0.6964580714108826,0.7025498630715177
"7 Av (B,Q)",0.5859768924990008,0.5861380979051038,0.5750205769325253,0.7683137300886494,0.6990484339096643,0.6592149056023369
"7 Av (F,G)",0.6092180849509098,0.609234847320526,0.5975313175114358,0.7755174993722304,0.6921904671093123,0.6786205646303993
71 St (D),0.682593661259401,0.6824391786533122,0.6570153035612797,0.8170619772422847,0.7513419048562233,0.7703359660202704
"72 St (1,2,3)",0.6629893915122693,0.6631711479964086,0.6609273796649248,0.7419514309695145,0.6541301922576579,0.6619578560557504
"72 St (B,C)",0.6671519198465143,0.6672248003775509,0.6537177254636807,0.7316911532739236,0.6513101183313312,0.6726187559201967
72 St (Q),0.6679590822209547,0.6678673042472796,0.6651820537664739,0.802608731031288,0.7375131692319645,0.7324627110419497
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",0.6191262542602349,0.6192912579361287,0.6184925001038668,0.7122388132545658,0.6410202007762849,0.6395250820064654
"75 Av (E,F)",0.6244038421840393,0.6243732399976851,0.5504057296439666,0.8117679809507217,0.7469355667191877,0.7364969937207684
"75 St-Elderts Ln (J,Z)",0.7008995723499718,0.7006871454338339,0.6261430418131297,0.815288464229722,0.754227285547724,0.7718237013483583
77 St (6),0.6916105161725491,0.6915989313607531,0.6888435687182477,0.7944762522260675,0.726420155153032,0.7323980700129168
77 St (R),0.6075776837600704,0.6076177981069362,0.5724805645416113,0.7911696786884677,0.7166377885831227,0.7135569002175496
79 St (1),0.6875724995520338,0.6875230124298384,0.6757770322897054,0.7735552375506941,0.6987694514578808,0.693093598605783
79 St (D),0.6793671911679696,0.6792068343148534,0.6559912401975865,0.8156920771319691,0.7623281758296065,0.7552864664444623
8 Av (N),0.6801631395356119,0.6800150979173833,0.6628800887489084,0.7715960280078218,0.7018639864635213,0.672312165020181
"8 St-New York University (R,W)",0.6696418889103954,0.6696794057593173,0.6615414164824991,0.7429167773670043,0.6594560131358622,0.6662800099441879
80 St (A),0.6723445027901989,0.6722887250792406,0.6408978102474716,0.8273718407163341,0.7695303923345089,0.7784363514452923
"81 St-Museum of Natural History (B,C)",0.7134410884622913,0.7134718903453933,0.7082595495874411,0.7600102950497567,0.6971691468321818,0.728556249762246
82 St-Jackson Hts (7),0.7504634185231925,0.7503067036706728,0.7327236829713334,0.8545989921883302,0.8304237446034277,0.7509603428665901
85 St-Forest Pkwy (J),0.6394049326814951,0.6395257848437375,0.6060349825603757,0.7594319501039961,0.6859664809409365,0.7181485567513506
86 St (1),0.6707675821382519,0.6707137542091455,0.659560630310175,0.7736631774068206,0.6977304817851736,0.678610873273638
"86 St (4,5,6)",0.6948402817610653,0.6950034313804835,0.693863446150226,0.7755771113848109,0.6918144046116741,0.706091222031489
"86 St (B,C)",0.671244800685826,0.6712456380338989,0.6597072504992769,0.7675192344199868,0.69114456807331,0.6971183819785405
86 St (N),0.6798647912338953,0.6799284344357572,0.5810022253157343,0.7891693599161025,0.7295811656441031,0.7242669668311879
86 St (Q),0.6072765404878727,0.6074242022749772,0.6045263038187898,0.779086478721696,0.7057016197617814,0.6923044018671922
86 St (R),0.6540679724968691,0.6539946209626646,0.636092857293346,0.7884888235560936,0.7235120061079419,0.7048129792097769
88 St (A),0.6917062394775737,0.6915412304777722,0.6421172754510623,0.8371033382510469,0.7858980967190072,0.7965431262862386
9 Av (D),0.687853297311003,0.6879495092292978,0.6559506629559392,0.8074889701373488,0.7399044561548829,0.7479524051736879
90 St-Elmhurst Av (7),0.645036934303333,0.6452056576984746,0.6386010566227176,0.7526801281796571,0.6828951868616266,0.6841763048078818
"96 St (1,2,3)",0.6604555644895531,0.6605502288131719,0.6575413571566784,0.7633157603174325,0.6655238743059431,0.6756659495070331
96 St (6),0.6698424912695125,0.669970947348945,0.6648480472260592,0.7957381476227119,0.7165532278915117,0.7203287645839626
"96 St (B,C)",0.6802496745798329,0.6801464823704975,0.6662171426618122,0.8032369842719433,0.7390574044852767,0.7035298884125671
96 St (Q),0.6662541301449236,0.6663699279509929,0.6599156439686227,0.7901805560397406,0.7056909055966374,0.7177327029949327
Alabama Av (J),0.6406931432807683,0.6406154278621937,0.4207232790554778,0.7325807274076468,0.6439126940007114,0.6487889583989301
"Allerton Av (2,5)",0.6848218026826598,0.6845824103613927,0.6283210829418218,0.8138893536338349,0.7498578550885258,0.7562235815198295
Aqueduct Racetrack (A),0.5663366674023159,0.5663531209951594,0.21891003176068968,0.6466525246184667,0.5566547583209158,0.5831655784935159
Aqueduct-North Conduit Av (A),0.579074665483563,0.5791217856754802,0.38959312738417085,0.7719595634704562,0.7179564980383526,0.7343602713723367
Astor Place (6),0.6405648030273843,0.6407719894636599,0.6304825414999595,0.7492689632035456,0.6575979939122705,0.6542825791457182
"Astoria Blvd (N,W)",0.6411876282501763,0.6411297695172673,0.6286487314847846,0.8085043663541098,0.7572376165711424,0.7388298115951273
"Astoria-Ditmars Blvd (N,W)",0.6387001761612446,0.6389736295865375,0.6319181166674148,0.8002145408746315,0.7415502286182583,0.7358767287134926
Atlantic Av (L),0.6312475339814261,0.6312638498274028,0.43833203520322017,0.7748832668955333,0.70714628598744,0.7005104537069231
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",0.5746605968102605,0.5746981112751348,0.571861243955444,0.6643473010437189,0.5615218446684129,0.596689868528934
Avenue H (Q),0.6520774676242751,0.6521219567089322,0.5661025312528067,0.7651003249012434,0.6789919105813256,0.6793167019119744
Avenue I (F),0.640275201111172,0.6401750713863439,0.49432436583257144,0.7458982421339021,0.6811021959908397,0.6696374899820741
Avenue J (Q),0.6825156788969433,0.6826823199329994,0.6425478404487974,0.7866821005237851,0.7105318459047372,0.7039473477652807
Avenue M (Q),0.6709256173292821,0.6709258473833108,0.638833476803792,0.7778193113472988,0.7129259004732784,0.6884928010948606
Avenue N (F),0.6753749053164931,0.6755141254146242,0.6150097439158916,0.8107529602879426,0.7599330531358344,0.7529992689853369
Avenue P (F),0.6906937685871803,0.6906150588780696,0.6229744550861833,0.812399034028919,0.7659424108707904,0.7601264961612477
Avenue U (F),0.6550533968908567,0.6550279663139466,0.5350909108235842,0.7609704016795368,0.687980201467389,0.7109491475825196
Avenue U (N),0.6957389446590379,0.6955308453479261,0.6537035313383532,0.7983599749771302,0.7345727146049805,0.741859896485372
Avenue U (Q),0.6853591719405455,0.685362885182006,0.6603871297749313,0.7942853825355993,0.7353482443599578,0.7310891440615234
Avenue X (F),0.6910350107216552,0.6907569273502754,0.6011547881883004,0.7908743913698346,0.7287828395840141,0.7300378059875671
Bay 50 St (D),0.6718190465610316,0.6716835066196365,0.5963171946645448,0.7901391849496534,0.7317706197336233,0.719529046633641
Bay Pkwy (D),0.6603612655724519,0.6603249533998657,0.6379731453158891,0.8046125261906885,0.7537959857314469,0.737656962980723
Bay Pkwy (F),0.647864599730054,0.647640956251756,0.41725608525900715,0.7389840751544425,0.656904805724944,0.6669731842785704
Bay Pkwy (N),0.7111208273838029,0.7112059985374543,0.6927362319256656,0.8250801066775849,0.7667725193766262,0.7591501078192489
Bay Ridge Av (R),0.6403688033981694,0.6402867253377224,0.618376200228818,0.7692198985647383,0.6936259881986448,0.7070502278865738
Bay Ridge-95 St (R),0.6405273289741589,0.6405737567916236,0.6097009406141625,0.7849193353164188,0.7104440362013607,0.7288334002558213
Baychester Av (5),0.6521692625584359,0.6522156870055111,0.584457086889803,0.8162346617397883,0.7554642078583276,0.760826442454085
"Beach 105 St (A,S)",0.15407136699428947,0.15424900592992885,0.039158982796580144,0.2823102226055909,0.1360058964616253,0.24687102793082227
Beach 25 St (A),0.6107167698487277,0.6108511546472546,0.4583925316391433,0.7798627039298347,0.7037006628507068,0.7120168215941989
Beach 36 St (A),0.6045920480615766,0.6043751344139985,0.3038052943288817,0.767859025123172,0.7172483508487195,0.7096756661521859
Beach 44 St (A),0.6019881729924291,0.601927493212495,0.25944471735038577,0.7455809400946625,0.6562472123533822,0.6841694923038579
